# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = CmdStanGaussian2_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = CmdStanGaussian2_1.data.R
# init = 2 (Default)
# random
#   seed = 1750852202
# output
#   file = CmdStanGaussian2_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,sigma
-4969.05,1,0.00322269,1,1,0,4969.07,-0.0109583,1.0016
-4970.35,0.850291,0.00617152,2,3,0,4971.52,-0.0233428,0.999859
-4970.4,0.827449,0.00759857,2,3,0,4971.97,0.00450209,0.98618
-4969.4,1,0.00873836,2,3,0,4970.61,-0.0102274,1.0047
-4969.4,2.54252e-12,0.0163514,1,1,0,4971.32,-0.0102274,1.0047
-4969.12,0.999811,0.00182543,2,3,0,4969.43,-0.0100328,1.00272
-4968.8,0.98628,0.00342472,1,3,0,4969.5,-0.00931588,0.999034
-4970.33,0.907287,0.00612534,2,7,0,4970.74,0.0109148,0.991886
-4968.93,1,0.00873985,2,3,0,4970.06,-0.00900847,1.00124
-4968.93,0.162945,0.0159472,1,1,0,4969.73,-0.00900847,1.00124
-4968.83,0.999188,0.00302216,3,7,0,4969.03,-0.00941548,0.999578
-4969.39,0.948434,0.00549544,2,7,0,4969.62,-0.0021821,1.00494
-4968.95,0.945836,0.00865048,1,3,0,4969.82,-0.0125486,0.995527
-4968.95,0.0069699,0.013425,1,1,0,4970.91,-0.0125486,0.995527
-4969.1,0.997016,0.00178665,2,7,0,4969.48,-0.0141779,0.995013
-4969.63,0.989193,0.00318168,3,11,0,4969.97,0.0071317,1.00057
-4968.84,0.948123,0.00550292,2,3,0,4970.31,-0.00452726,1.00064
-4969.94,0.873077,0.00849856,2,3,0,4970.08,-0.0212219,0.9955
-4972.34,0.833428,0.0107823,2,3,0,4972.44,-0.032532,0.99711
-4970.46,1,0.0123369,1,1,0,4972.17,-0.023052,1.00191
-4971.19,0.0148669,0.0213338,1,3,0,4973.79,0.00244422,0.982415
-4970.69,0.999968,0.00319665,3,15,0,4971.3,-0.0131965,1.01011
-4970.01,1,0.00553502,3,7,0,4970.76,-0.0154688,1.00614
-4969.7,0.959113,0.00950783,1,3,0,4970.33,-0.0110315,1.00625
-4969.7,0.252614,0.0146768,1,1,0,4969.74,-0.0110315,1.00625
-4968.72,0.999137,0.00411523,2,7,0,4969.75,-0.00795904,0.997266
-4969.2,0.875244,0.00698507,1,3,0,4969.44,-0.00514676,0.989826
-4968.94,0.916089,0.00877104,2,3,0,4970.12,-0.0123035,0.998319
-4969.46,0.174316,0.0120869,2,7,0,4972.83,-0.0174333,0.994493
-4969.81,0.995925,0.00291974,3,15,0,4970.31,0.0092527,0.997764
-4970.06,0.95759,0.00485687,2,7,0,4970.74,0.00401501,0.987569
-4968.79,0.974356,0.00734383,1,3,0,4970.41,-0.00684104,0.993924
-4969.36,0.41998,0.0114765,2,7,0,4970.43,-0.0140028,0.991391
-4969.58,0.980515,0.00503217,3,7,0,4969.95,0.00332485,1.00398
-4968.96,0.818174,0.0079453,3,7,0,4972.09,-0.0106114,1.00071
-4968.94,0.931968,0.0086501,2,7,0,4969.54,-0.000285526,0.993727
-4969.05,0.811382,0.0121362,2,3,0,4969.54,-0.00468169,1.00288
-4968.99,0.6447,0.0129623,2,3,0,4970.3,5.18346e-05,0.993222
-4968.81,0.968442,0.00956412,1,3,0,4969.26,-0.0104434,0.997183
-4969.05,0.813941,0.0144348,1,1,0,4969.16,-0.0121769,0.99314
-4969.05,0.0301805,0.015461,1,1,0,4970.47,-0.0121769,0.99314
-4969.37,0.942306,0.00300917,2,7,0,4971.94,-0.00276185,1.00493
-4969.32,0.996631,0.00428747,3,7,0,4969.94,-0.0152576,0.992948
-4969.74,0.948313,0.00683661,2,7,0,4970.46,0.00807449,1.00022
-4970.84,0.780014,0.00977818,1,1,0,4970.94,0.0150086,0.995985
-4970.84,0.450226,0.00973804,1,1,0,4972.28,0.0150086,0.995985
-4969.37,1,0.00482822,3,7,0,4970.75,0.00599898,0.996839
-4970.05,0.911894,0.00766366,3,15,0,4970.4,-0.0175622,1.00503
-4969.01,1,0.0100649,1,1,0,4969.65,-0.0135035,0.996754
-4969.01,0.210525,0.0158291,2,3,0,4969.48,-0.0135035,0.996754
-4968.7,0.979411,0.00483471,2,5,0,4969.69,-0.0068629,0.997271
-4969.06,0.819534,0.00727888,2,3,0,4970.06,0.00279579,0.995676
-4969.16,0.806169,0.00786379,2,3,0,4970.32,-0.00961229,1.00321
-4969.17,0.997451,0.0082595,1,1,0,4969.32,-0.00941724,1.0033
-4968.77,1,0.0127764,2,7,0,4968.87,-0.00276335,0.994952
-4968.77,0.0503603,0.0197755,1,1,0,4968.96,-0.00276335,0.994952
-4969.1,0.9753,0.00452972,2,5,0,4969.35,-0.0103456,0.991564
-4971.73,0.780781,0.00667696,2,3,0,4972.25,-0.029221,0.992374
-4969.64,1,0.00665977,2,3,0,4971.92,-0.0132082,1.0051
-4969.14,1,0.0102471,1,1,0,4969.66,-0.00856864,1.00328
-4969.14,0.233208,0.0156995,1,1,0,4970.76,-0.00856864,1.00328
-4969.64,0.983589,0.00533211,3,7,0,4970.21,-0.0160611,0.990707
-4970.08,0.977085,0.00790222,2,3,0,4970.26,0.00969201,1.00163
-4971.83,0.859577,0.0115202,2,3,0,4972,-0.0300666,0.993704
-4973.28,0.714522,0.0133353,2,3,0,4973.66,0.017367,1.01122
-4970.84,1,0.0116615,1,1,0,4972.47,0.0146324,0.994227
-4970.24,0.333578,0.0176334,1,3,0,4970.65,-0.0207574,1.00335
-4968.97,0.998763,0.00745843,2,3,0,4970.77,-0.00789075,1.00198
-4968.97,0.014533,0.0112295,1,1,0,4972.68,-0.00789075,1.00198
-4968.94,0.971307,0.00262425,2,7,0,4970.59,-0.00632865,0.991951
-4968.72,0.989807,0.00375495,3,7,0,4969.37,-0.00539387,0.998466
-4968.7,0.958941,0.00554413,3,7,0,4969.13,-0.00468716,0.996008
-4968.76,0.973021,0.00770108,2,3,0,4968.85,-0.00509441,0.994336
-4968.76,0.382906,0.0109483,1,3,0,4971.52,-0.00509441,0.994336
-4969.59,0.939733,0.00521209,2,3,0,4969.66,-0.013431,1.00464
-4969.75,0.986892,0.00695848,2,3,0,4969.89,-0.0132958,1.00571
-4969.69,0.952792,0.0101033,2,3,0,4970.48,-0.00180272,0.987404
-4972.67,0.203711,0.01374,1,1,0,4972.68,0.017256,1.00886
-4971.78,0.333333,1.22212,1,3,0,4973.76,0.00147789,0.980382
-4971.78,0,5.23143,0,1,1,4972.07,0.00147789,0.980382
-4970.85,1,0.617304,2,3,0,4972.17,0.00717806,0.98559
-4970.85,0.076327,0.712361,1,1,0,4975.9,0.00717806,0.98559
-4970.68,0.998556,0.0733812,4,15,0,4971.78,0.00119703,0.983862
-4969.47,1,0.106181,3,7,0,4970.82,-0.00421987,0.98825
-4968.83,0.988842,0.172341,2,7,0,4970.6,-0.000472772,0.996353
-4968.97,0.992569,0.289047,2,3,0,4969.02,0.00124263,0.994907
-4969.2,0.908826,0.510621,2,3,0,4969.78,-0.00513956,0.989874
-4969.22,0.751695,0.709055,2,3,0,4969.9,-0.00586968,1.0042
-4968.74,0.9519,0.60621,2,3,0,4969.47,-0.00387725,0.995001
-4968.74,0.809708,0.982835,1,1,0,4968.87,-0.00387725,0.995001
-4968.74,0.0420865,1.02106,1,1,0,4969.76,-0.00387725,0.995001
-4970.2,0.990856,0.0959008,3,15,0,4970.67,-0.00762107,0.984865
-4969.33,0.999689,0.178578,4,15,0,4970.38,-0.00781606,1.00478
-4969.33,1,0.340491,3,7,0,4969.59,-0.00941331,0.989444
-4969.41,0.96281,0.645856,1,1,0,4969.68,-0.00767901,0.988652
-4969.41,0.0927504,1.08527,1,3,0,4969.64,-0.00767901,0.988652
-4969.09,0.999317,0.129681,3,15,0,4969.74,-0.0041853,0.99072
-4968.7,0.992609,0.244872,3,7,0,4969.48,-0.00506021,0.997859
-4968.98,0.900794,0.449048,2,3,0,4969.57,0.000292501,0.993513
-4969.12,0.894144,0.621879,2,3,0,4969.62,-0.000631587,1.00243
-4973.21,0.0598058,0.840423,1,1,0,4973.32,0.00607176,0.977785
-4971.22,0.999933,0.100009,5,31,0,4974.23,-0.022214,1.00782
-4970.1,0.999893,0.185386,3,7,0,4971.95,-0.0221177,0.995207
-4968.92,1,0.340133,3,7,0,4970.27,-0.00753288,1.00148
-4969.12,0.766085,0.617959,2,3,0,4970.17,-0.00530775,1.00349
-4969.82,0.796098,0.576231,1,1,0,4969.89,-0.00627587,1.0076
-4971.77,0.857416,0.584904,2,3,0,4972.19,-0.0226214,0.984503
-4969.7,1,0.703117,2,3,0,4970.89,0.00792722,0.994011
-4969.7,0.0411535,1.24518,1,1,0,4969.85,0.00792722,0.994011
-4970.55,0.968957,0.161563,3,15,0,4972.6,0.00215539,1.0095
-4970.67,0.986557,0.263869,2,3,0,4971.23,0.00542586,1.00876
-4969.27,0.906635,0.448102,2,3,0,4972.25,-0.00152345,0.989981
-4968.94,0.950573,0.610452,2,3,0,4969.74,-0.00822297,1.00159
-4969.57,0.713417,0.928831,1,1,0,4969.7,-0.0188358,0.996795
-4968.74,0.441156,0.756211,2,3,0,4972.51,-0.00449383,0.998923
-4969.62,0.969141,0.305248,3,7,0,4969.81,-0.0183899,0.99372
-4968.82,0.714627,0.484897,2,3,0,4972.46,-0.00127245,0.998906
-4968.93,0.989433,0.399757,2,3,0,4969.01,0.00111528,0.998104
-4969.59,0.412748,0.662348,2,3,0,4971.36,-0.0178097,1.00083
-4969,0.985528,0.255966,3,7,0,4970.67,-0.000111695,0.992973
-4968.76,1,0.418165,2,3,0,4969.02,-0.00385065,0.994569
-4969.09,0.849617,0.702937,1,1,0,4969.13,-0.00705087,0.990743
-4968.96,0.819106,0.810494,2,3,0,4969.21,-0.00568366,0.99172
-4968.96,0.0148589,0.865649,1,1,0,4970.75,-0.00568366,0.99172
-4969.34,0.99809,0.131658,4,15,0,4969.38,-0.00745077,0.98902
-4969.43,0.984533,0.218782,3,7,0,4970.36,-0.000429606,0.989234
-4968.86,0.98193,0.349482,2,5,0,4969.87,-0.00686546,0.992924
-4969.26,0.683026,0.551249,2,3,0,4971.53,-0.00896296,1.00407
-4969.26,0.000976332,1.70869,1,1,0,4971.63,-0.00896296,1.00407
-4969.26,0,3.99698,0,1,1,4969.49,-0.00896296,1.00407
-4969.59,0.987836,0.394307,3,7,0,4969.74,-0.00327602,0.987703
-4969.18,0.997842,0.397694,3,7,0,4969.89,0.000172139,0.991305
-4969.82,0.968281,0.53345,2,3,0,4970.07,0.00915295,0.99881
-4968.8,0.888465,0.757699,2,3,0,4970.37,-0.0015386,0.998489
-4968.8,0.785049,0.913325,1,1,0,4969.01,-0.0015386,0.998489
-4968.8,0.729914,0.830454,1,3,0,4970.06,-0.0015386,0.998489
-4968.72,0.999381,0.647112,3,7,0,4968.82,-0.00334098,0.996721
-4968.72,0.0145541,1.19549,1,3,0,4969.97,-0.00334098,0.996721
-4969.04,0.995562,0.0993674,4,23,0,4970.5,-0.0106075,1.00164
-4969.37,0.990275,0.185375,2,7,0,4969.91,-0.0123968,1.00363
-4970.97,0.908069,0.342136,3,7,0,4971.53,-0.00613311,0.98205
-4969.03,1,0.488491,2,3,0,4971.24,-0.00156059,0.991884
-4969.1,0.980413,0.929315,1,1,0,4969.27,-0.000159083,0.991912
-4969.1,0.126737,1.6554,1,3,1,4969.23,-0.000159083,0.991912
-4971.09,0.977118,0.211958,3,7,0,4971.19,0.0128588,1.00538
-4970.32,1,0.376086,3,7,0,4971.09,-0.0192976,0.988794
-4970.95,0.834763,0.710178,2,3,0,4973.17,-0.0263242,1.0003
-4970.5,0.957649,0.808792,2,3,0,4971.61,-0.0177624,1.00739
-4970.5,0.0280744,1.32695,1,3,0,4970.71,-0.0177624,1.00739
-4971.25,0.995084,0.138352,4,15,0,4973.61,-0.0235631,0.987486
-4972.5,0.975698,0.255291,3,7,0,4973.17,-0.0195891,0.980486
-4970.5,0.972094,0.440915,2,3,0,4973.41,-0.0180911,1.00715
-4970.27,0.813778,0.746956,2,3,0,4971.56,-0.0138626,0.985978
-4971.03,0.953197,0.797996,2,3,0,4971.07,0.00966128,1.00789
-4971.03,0.0130189,1.2642,1,1,0,4971.51,0.00966128,1.00789
-4969.74,0.998946,0.141725,4,15,0,4971.99,0.00827637,0.994284
-4969.78,0.996822,0.256837,3,7,0,4970.31,0.00741931,1.00186
-4968.9,0.999856,0.458163,3,7,0,4970.21,-0.00680449,0.992452
-4968.88,0.988796,0.816237,2,3,0,4969.05,-0.000880917,0.994231
-4968.88,0.000874845,1.39773,1,1,0,4970.57,-0.000880917,0.994231
-4969.76,0.992517,0.165748,4,15,0,4969.94,-0.0150963,1.0048
-4969.74,0.987894,0.287855,3,7,0,4970.55,-0.00941713,1.00683
-4969.62,0.831651,0.489435,2,7,0,4972.67,0.00791866,0.998047
-4969.67,0.875711,0.547143,2,7,0,4971.33,-0.0183276,0.992914
-4971.01,0.896492,0.6849,3,7,0,4971.24,-0.0269003,0.995248
-4970.21,0.489883,0.901491,2,3,0,4972.46,0.00702835,1.00547
-4969.93,1,0.415772,3,7,0,4970.38,-0.0186529,0.990865
-4969.93,0.158429,0.712074,1,1,0,4973.26,-0.0186529,0.990865
-4971,0.989855,0.143884,3,7,0,4971.3,-0.0180383,0.984769
-4969.48,0.991445,0.24014,3,7,0,4971.86,-0.0160487,1.00189
-4968.89,0.901327,0.399307,1,3,0,4971.27,-0.00938691,0.993431
-4969.1,0.971297,0.527276,2,7,0,4969.19,-0.00654012,1.0033
-4969.6,0.450389,0.823451,2,3,0,4971.6,-0.0172203,0.992181
-4970.14,0.96622,0.358588,3,7,0,4970.9,0.00330079,1.00725
-4969.79,1,0.551073,2,3,0,4970.39,-0.00233374,0.986809
-4970.11,0.892031,0.913003,1,1,0,4970.75,0.00232226,0.986584
-4969.07,0.818918,1.16055,2,7,0,4969.23,-0.0129233,0.993632
-4969.07,0.00486245,1.23611,1,1,0,4969.91,-0.0129233,0.993632
-4969.09,0.998292,0.193082,4,15,0,4969.41,-0.00854003,0.990975
-4969.09,0.995887,0.316405,3,15,0,4969.68,0.00265914,0.994618
-4971.02,0.753718,0.512211,3,7,0,4972.74,-0.0263828,0.993187
-4968.99,0.971541,0.470791,2,5,0,4972.18,0.000916953,0.999801
-4969.11,0.920114,0.714271,2,7,0,4969.46,-0.00399637,0.990569
-4968.83,0.989567,0.958513,2,7,0,4968.98,-0.00562055,0.993158
-4968.83,5.80136e-12,1.50002,1,1,0,4970.87,-0.00562055,0.993158
-4968.8,0.990048,0.25096,2,7,0,4969.37,-0.00208252,0.998995
-4969.07,0.963885,0.394152,1,3,0,4969.61,0.00302283,0.996187
-4968.74,0.985581,0.580771,3,7,0,4969.4,-0.00253244,0.997738
-4968.74,0.512733,0.893595,1,3,0,4969.76,-0.00253244,0.997738
-4970.64,0.721975,0.483312,2,3,0,4972.41,0.00752903,0.986726
-4969.56,1,0.416057,3,7,0,4970.74,0.00637572,0.993203
-4970.4,0.829414,0.656682,1,1,0,4970.42,0.0100042,0.990158
-4969.87,1,0.712959,2,3,0,4970.47,0.00677056,0.990655
-4968.75,1,1.11585,1,1,0,4969.25,-0.0023758,0.997704
-4968.75,2.80174e-07,1.73754,1,1,0,4970.09,-0.0023758,0.997704
-4968.75,0.999991,0.321189,3,7,0,4968.76,-0.00212588,0.997451
-4969,0.932679,0.501035,1,3,0,4969.28,-0.00405372,0.991549
-4968.94,1,0.675084,1,1,0,4969.05,-0.00328302,0.992196
-4969.5,0.635756,1.04369,2,3,0,4970.19,0.00636762,0.994016
-4968.98,0.952354,0.7527,2,3,0,4970.08,-0.0126897,0.995065
-4969.34,0.682306,1.04881,2,7,0,4969.73,-0.00290212,0.989164
-4969.88,0.805302,0.835177,2,3,0,4970.4,-0.00805438,0.98627
-4970.94,0.266179,0.857549,2,3,0,4972.95,0.0010142,1.01132
-4971.43,0.986964,0.293417,3,7,0,4972.05,-0.00300469,1.01353
-4968.76,0.997124,0.43756,2,5,0,4971.2,-0.00914103,0.997719
-4969.19,0.832538,0.6633,2,3,0,4969.74,-0.00674486,1.00394
-4970.58,0.843119,0.71958,2,3,0,4970.84,-0.0151143,1.009
-4971.48,0.717994,0.796612,1,1,0,4972.13,-0.0179708,1.01134
-4969.73,0.950286,0.686981,2,3,0,4971.46,0.00540014,0.990493
-4969.73,0.363654,0.939256,1,3,0,4971.84,0.00540014,0.990493
-4969.91,0.915739,0.403424,2,7,0,4972.79,-0.0189785,1.00263
-4970.35,0.953113,0.515172,3,7,0,4970.94,0.00793176,1.00561
-4970.35,0.652179,0.705932,1,1,0,4971.71,0.00793176,1.00561
-4974.62,0.73277,0.537772,2,3,0,4974.96,0.0220846,0.983109
-4974.32,1,0.479862,1,1,0,4975.16,0.0206924,0.982812
-4970.94,1,0.716563,1,1,0,4973.55,0.0120948,0.988961
-4973.42,0.247907,1.06607,3,7,0,4975.27,-0.00378339,1.01896
-4969.7,0.999595,0.376902,2,7,0,4973.29,0.0020981,0.988598
-4970.15,0.977752,0.559854,2,7,0,4970.52,0.00710099,1.00505
-4969.67,1,0.79516,2,3,0,4970.39,-0.0174357,1.00226
-4969.71,0.902686,1.17394,2,3,0,4970.07,0.00709176,0.992434
-4969.71,0.034732,1.43947,1,1,0,4969.96,0.00709176,0.992434
-4968.84,0.999044,0.349269,3,7,0,4969.98,-0.0110992,0.996978
-4972.61,0.856189,0.513877,3,7,0,4972.69,0.0222723,0.996291
-4971.83,1,0.578648,1,1,0,4972.74,0.0191451,0.999709
-4969.15,0.428784,0.84818,2,3,0,4976,0.00387268,0.997835
-4970.61,0.871589,0.434881,1,3,0,4971.57,0.0134733,1.00015
-4970.93,0.97583,0.503176,1,1,0,4971.02,0.0152601,0.999298
-4970.93,0.00183518,1.40561,1,1,0,4972.16,0.0152601,0.999298
-4970.93,0,3.29316,0,1,1,4971.64,0.0152601,0.999298
-4970.67,0.996027,0.325025,2,3,0,4971.28,0.0141796,0.996359
-4969.97,0.944153,0.335138,3,7,0,4973.98,-0.00732824,0.985831
-4970.02,0.999469,0.386282,3,7,0,4970.17,-0.00443875,1.0085
-4968.85,0.989635,0.598799,2,3,0,4970.26,-0.00940692,0.999806
-4969.02,0.943345,0.982811,2,3,0,4969.2,0.00144263,0.994075
-4969.02,0.556411,1.4692,1,1,0,4969.07,0.00144263,0.994075
-4969.6,0.846577,0.668573,2,3,0,4970.23,-0.00776691,0.987617
-4969.46,1,0.763187,2,3,0,4969.98,0.00465747,1.00192
-4969.46,0.1206,1.43069,1,1,0,4971.04,0.00465747,1.00192
-4969.77,0.998294,0.167753,3,7,0,4969.94,0.0078026,1.00118
-4969.06,0.98294,0.317439,2,7,0,4970.86,0.000556055,1.00112
-4969.93,0.782888,0.57284,2,3,0,4971.72,-0.01621,1.00522
-4969.46,0.977022,0.552704,3,7,0,4970.61,-0.00373114,1.00564
-4969.46,0.0911977,0.976239,1,1,0,4972.44,-0.00373114,1.00564
-4968.7,0.99704,0.112309,3,11,0,4970.42,-0.00551387,0.998104
-4969.13,0.992957,0.212466,4,15,0,4969.46,-0.00931464,0.990874
-4969.32,0.899012,0.393883,2,7,0,4972.66,0.0044742,0.993577
-4969.37,0.974442,0.545874,2,7,0,4969.94,-0.00531372,0.988782
-4970.45,0.606627,0.943106,1,1,0,4970.74,-0.00204975,0.984069
-4968.76,0.999187,0.544602,3,7,0,4970.35,-0.00176906,0.996955
-4968.76,0.1952,1.0037,1,1,0,4970.52,-0.00176906,0.996955
-4968.7,0.999857,0.176977,3,15,0,4968.8,-0.0065708,0.99739
-4968.95,0.989606,0.326786,2,7,0,4969.06,-0.0119724,0.999369
-4970.43,0.87432,0.580076,2,3,0,4970.61,-0.0239496,0.994915
-4968.76,0.977969,0.73573,1,3,0,4970.62,-0.00643053,0.999406
-4969.07,0.815887,1.24362,1,1,0,4969.13,0.00190003,0.999987
-4969.07,0.184352,1.32679,1,1,0,4970.33,0.00190003,0.999987
-4969.01,0.99954,0.247186,3,15,0,4969.32,0.000516498,0.993296
-4969.34,0.959337,0.44154,2,7,0,4970.09,-0.0169596,0.996699
-4968.71,0.957192,0.700379,1,3,0,4969.67,-0.00362911,0.996477
-4968.71,0.374144,1.09621,1,1,0,4969.45,-0.00362911,0.996477
-4969.37,0.927276,0.358695,2,7,0,4970.98,0.0059456,0.996421
-4969.58,0.99207,0.517632,2,3,0,4969.64,0.00759012,0.998254
-4968.81,1,0.880531,2,3,0,4969.56,-0.0101667,0.995781
-4968.81,0.0574199,1.51633,1,1,0,4969.46,-0.0101667,0.995781
-4971.96,0.95898,0.225712,3,11,0,4972.18,-0.0302132,1.00195
-4969.36,0.97959,0.350504,3,7,0,4973.47,-0.0169294,0.99846
-4969.54,0.957208,0.569755,2,3,0,4970.07,-0.0148833,1.00341
-4970.27,0.551367,0.868708,2,3,0,4971.7,-0.00459118,0.984519
-4970.68,0.980783,0.475022,3,7,0,4971.75,-0.0065674,1.01113
-4968.76,0.987433,0.764217,2,3,0,4970.76,-0.00750299,0.994731
-4968.76,0.446465,1.24114,1,1,0,4969.24,-0.00750299,0.994731
-4968.93,0.923933,0.529875,1,3,0,4969.65,-0.000645188,1.00033
-4973.06,0.42541,0.733766,1,3,0,4973.89,0.0237552,0.995401
-4968.82,0.993497,0.302329,2,7,0,4973.81,-0.00613265,1.00044
-4968.94,0.988628,0.494502,3,7,0,4969.11,-0.0125507,0.996157
-4969.21,0.870889,0.794006,2,3,0,4969.83,0.00256643,1.00127
-4970.34,0.657553,0.957891,1,1,0,4970.48,0.0121009,0.999769
-4969.31,0.876239,0.697104,2,3,0,4971.95,-0.0161809,0.99467
-4969.8,0.833492,0.850044,2,3,0,4970.43,0.00384008,1.0051
-4969.86,0.622342,0.935907,2,3,0,4972.75,0.00905736,0.994092
-4971.21,0.786524,0.631698,2,3,0,4972.18,-0.00099541,1.01261
-4971.83,0.918337,0.624695,2,3,0,4973.32,-0.0272433,0.988382
-4971.71,0.976613,0.834592,2,3,0,4973.57,0.00375634,1.01319
-4969.14,1,1.26783,1,1,0,4970.36,-0.0121872,1.00175
-4969.14,2.08761e-08,2.01957,1,1,0,4970.98,-0.0121872,1.00175
-4968.7,0.987568,0.340539,3,7,0,4969.77,-0.00604671,0.997962
-4968.74,0.964562,0.528783,3,7,0,4969.16,-0.00273511,0.996157
-4969.21,0.892115,0.776154,2,3,0,4969.28,-0.00527541,0.989747
-4970.1,0.684776,0.966911,2,3,0,4970.96,0.0110073,0.995603
-4970.21,0.981663,0.763348,2,3,0,4970.7,-0.0225152,0.999929
-4970.21,0.4116,1.15238,2,7,0,4971.81,-0.0225152,0.999929
-4970.1,0.976638,0.504766,2,3,0,4971.02,-0.021549,0.993395
-4968.89,0.99491,0.751948,1,3,0,4969.92,-0.0100131,0.993834
-4968.89,0.118326,1.15951,1,1,0,4970.38,-0.0100131,0.993834
-4968.84,0.999913,0.275968,3,7,0,4968.93,-0.00416898,1.00064
-4969.81,0.887009,0.430319,2,5,0,4970.91,-0.0112629,1.00675
-4970.11,0.991519,0.526585,3,7,0,4970.62,0.00877321,0.990883
-4969.12,0.983903,0.800023,2,3,0,4970.3,-0.000853432,1.00254
-4969.25,0.915242,1.19093,1,3,0,4969.33,-0.00308077,0.989728
-4969.24,1,1.53148,1,1,0,4969.6,0.0047952,0.996033
-4969.24,0.0831047,2.33858,1,3,1,4969.53,0.0047952,0.996033
-4968.89,0.997461,0.543608,2,3,0,4969.39,-0.00647072,1.00137
-4970.11,0.579687,0.826513,2,3,0,4971.82,-0.000718113,0.985679
-4969.98,0.999768,0.536407,3,7,0,4970.27,-0.00185581,0.986011
-4969.28,0.993732,0.81586,1,3,0,4969.94,-0.00849175,0.989623
-4969.67,0.836632,1.22077,2,5,0,4969.87,0.00263118,1.00499
-4969.67,0.159333,1.32932,1,1,0,4971.05,0.00263118,1.00499
-4968.97,0.977969,0.376347,3,7,0,4970.71,-0.0129778,0.997508
-4969.85,0.922075,0.544579,2,3,0,4970.08,-0.0189624,1.00215
-4970.11,0.888779,0.703362,2,3,0,4971.51,-0.0188415,0.989746
-4970.17,0.979837,0.848953,2,3,0,4970.76,0.00137692,1.00812
-4970.17,0.399155,1.22155,1,3,0,4972.37,0.00137692,1.00812
