# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = CmdStanGaussian3_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = CmdStanGaussian3_1.data.R
# init = 2 (Default)
# random
#   seed = 1750856219
# output
#   file = CmdStanGaussian3_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,sigma
-5127.75,0.993152,0.326294,3,7,0,5128.28,0.00395793,1.01587
-5127.95,0.980042,0.550253,1,1,0,5127.97,0.00204531,1.01586
-5127.95,0.602688,0.890244,1,1,0,5129.4,0.00204531,1.01586
-5127.82,1,0.550405,2,3,0,5128.09,0.0024631,1.01284
-5127.79,0.997317,0.929405,2,3,0,5128.1,0.00656038,1.00702
-5127.22,1,1.54683,1,1,0,5127.44,0.0138433,1.01122
-5127.22,1.39144e-06,2.57227,1,1,0,5127.86,0.0138433,1.01122
-5127.8,0.961934,0.36395,2,7,0,5128.39,0.0153693,1.02066
-5128.08,0.966555,0.553161,1,1,0,5128.09,0.0150315,1.02241
-5128.97,0.78421,0.845137,1,1,0,5129.09,0.0175239,1.02623
-5127.89,0.921866,0.827786,2,3,0,5129.93,0.0256943,1.0123
-5130.42,0.122928,1.12673,2,3,0,5135.46,-0.0117464,1.01538
-5131.85,0.985788,0.229375,3,15,0,5133.51,0.0442244,1.01717
-5129.6,1,0.364534,3,7,0,5131.91,0.034441,1.01885
-5128.12,0.95313,0.595211,2,3,0,5130.69,1.77197e-05,1.01318
-5129.06,0.788275,0.865815,1,1,0,5129.14,-0.00575642,1.01319
-5127.6,1,0.85619,2,3,0,5128.82,0.00603589,1.00959
-5128.76,0.459734,1.37689,2,7,0,5129.23,-0.00333623,1.00926
-5128.64,0.960798,0.641466,3,15,0,5130.26,0.021221,1.02397
-5128.64,0.291395,0.939782,1,3,0,5133.34,0.021221,1.02397
-5128.94,0.995504,0.303118,4,15,0,5129.29,0.0159904,1.02626
-5128.96,0.999715,0.479855,3,7,0,5129.44,0.00866676,1.00003
-5129.14,0.779939,0.762477,3,11,0,5132.2,0.0080077,1.02652
-5127.93,0.875519,0.740738,2,7,0,5131.03,0.0260301,1.01376
-5127.94,0.973444,0.888265,2,3,0,5128.47,0.0178234,1.02116
-5127.89,0.934493,1.31669,1,3,0,5128.02,0.0147786,1.0045
