# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = CmdStanGaussian5_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = CmdStanGaussian5_1.data.R
# init = 2 (Default)
# random
#   seed = 1750850501
# output
#   file = CmdStanGaussian5_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,sigma
-4984.68,0.99288,0.354285,2,3,0,4985.45,-0.00771738,0.995442
-4984.9,0.965956,0.540588,2,3,0,4985.06,0.00148779,1.00363
-4984.9,0.576873,0.776098,2,3,0,4986.73,0.00148779,1.00363
-4984.72,1,0.493976,2,3,0,4985.02,0.00284336,0.997801
-4985.1,0.888987,0.758308,1,1,0,4985.12,0.00675806,0.996279
-4985.1,0.155809,0.922052,1,1,0,4987.49,0.00675806,0.996279
-4984.95,0.994269,0.249227,3,7,0,4985.69,0.00357559,1.00285
-4985.6,0.923542,0.376901,3,7,0,4986.95,-0.0174847,1.00222
-4985.32,1,0.491735,1,1,0,4985.61,-0.0160605,1.00047
-4986.19,0.649126,0.746499,2,3,0,4987.01,0.0107324,0.990613
-4987.64,0.6948,0.558001,2,3,0,4990.44,0.0013992,0.981431
-4984.55,1,0.458226,2,3,0,4987.28,-0.00664161,0.998024
-4985.26,0.86703,0.691489,2,3,0,4985.66,-0.0158783,0.998395
-4986.54,0.600718,0.798935,2,3,0,4987.43,0.00279789,0.985166
-4986.65,0.969276,0.545677,3,11,0,4988.01,0.00352138,1.01241
-4985.95,1,0.77003,2,3,0,4986.88,0.00856187,1.00696
-4986.14,0.913765,1.14993,1,3,0,4986.35,-0.00790216,0.986233
-4986.14,0.0590691,1.44711,1,3,0,4986.26,-0.00790216,0.986233
-4985.58,0.948083,0.34854,2,7,0,4988.04,-0.0153186,1.00487
-4986.39,0.894205,0.470076,2,3,0,4987.27,-0.0072214,1.01211
-4987.8,0.771629,0.570273,2,3,0,4990.38,-0.0256193,1.00815
-4984.74,1,0.546718,2,3,0,4987.6,0.00254354,1.00044
-4984.94,0.947326,0.808663,2,3,0,4985.02,-0.0105401,1.00295
-4989.67,0.108437,1.07904,3,7,0,4989.87,0.026871,1.006
-4989.26,1,0.296481,1,1,0,4989.76,0.0252279,1.00651
-4984.84,1,0.43739,2,7,0,4989.24,0.000309445,0.993523
-4984.92,0.972457,0.643073,1,1,0,4985.01,-0.000975735,0.992356
-4985.11,0.89911,0.895352,1,1,0,4985.35,-0.0033054,0.990791
-4985.11,0.479532,1.08543,1,1,0,4985.72,-0.0033054,0.990791
-4984.76,0.933406,0.606797,2,3,0,4985.59,-0.0106815,0.999461
-4984.7,0.711865,0.783309,2,3,0,4985.82,-0.00491342,0.994186
-4984.59,1,0.673338,1,1,0,4984.68,-0.00428881,0.995613
-4984.65,0.995415,0.489265,3,7,0,4984.73,-0.00188855,1.00201
-4984.65,0,6.9799,0,1,1,4985.05,-0.00188855,1.00201
-4985.63,0.72769,1.1767,1,3,0,4985.64,0.00205566,0.988794
-4985.95,0.763308,0.805749,2,3,0,4988.32,-0.0121931,1.00899
-4985.22,0.905318,0.636936,2,3,0,4987.95,0.00480393,1.00454
-4984.91,1,0.797899,2,3,0,4985.38,-0.00964101,0.99378
-4984.91,9.07974e-06,1.40168,1,1,0,4991.15,-0.00964101,0.99378
-4985.35,0.999196,0.113818,4,31,0,4985.63,-0.0165714,0.999087
-4985.33,0.982931,0.205266,3,11,0,4987.91,0.00428894,0.991431
-4985.01,1,0.360196,3,7,0,4985.68,0.00410551,1.00298
-4985.57,0.868709,0.67552,2,3,0,4986.33,-0.000660416,1.00868
-4984.94,1,0.841142,1,1,0,4985.44,-0.00271148,1.00506
-4984.94,0.00470293,1.58747,1,1,0,4985.76,-0.00271148,1.00506
-4984.55,0.993965,0.131816,3,15,0,4986.55,-0.000941176,0.997792
-4984.56,0.998111,0.246175,3,15,0,4984.76,-0.00418692,0.996321
-4984.7,0.942229,0.463458,1,3,0,4985.6,0.000595947,1.00173
-4984.61,0.954521,0.729727,1,3,0,4985.13,-0.00756921,0.996796
-4984.61,0.279677,1.1864,1,1,0,4985.95,-0.00756921,0.996796
-4985.56,0.984125,0.247858,3,7,0,4985.77,0.000946427,0.988884
-4984.62,0.823695,0.441553,1,3,0,4989.12,-0.00228022,1.00176
-4984.63,0.998177,0.483338,3,7,0,4984.76,-0.00306849,0.99498
-4985.35,0.653265,0.885345,2,3,0,4987.04,-0.00386331,1.00772
