# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = CmdStanGaussian4_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = CmdStanGaussian4_1.data.R
# init = 2 (Default)
# random
#   seed = 1750836518
# output
#   file = CmdStanGaussian4_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,sigma
-5015.62,0.986089,0.742815,2,3,0,5015.63,-0.00754809,0.998314
-5015.62,0.00497932,1.10588,1,1,0,5019.91,-0.00754809,0.998314
-5015.46,0.995234,0.219794,2,7,0,5016.02,-0.00629728,1.00025
-5016.51,0.920372,0.334048,2,7,0,5018.6,0.0108693,1.00861
-5015.92,0.910534,0.434317,3,7,0,5019.79,0.00843359,1.00547
-5016.68,0.971099,0.552086,2,7,0,5016.74,-0.0166624,0.997546
-5015.65,1,0.790559,2,7,0,5016.45,0.00588139,1.00466
-5015.69,0.991075,1.195,3,15,0,5015.76,-0.00896191,1.00442
-5015.69,0.0014585,1.76734,1,1,0,5017.76,-0.00896191,1.00442
-5016.17,0.980962,0.367695,3,7,0,5016.56,-0.00334376,0.99251
-5015.77,1,0.534036,3,7,0,5016.18,-0.00532356,0.995471
-5016.27,0.850467,0.802202,1,1,0,5016.35,-0.00547294,0.992327
-5016.22,1,0.896751,2,3,0,5016.48,-0.00412004,1.01099
-5016.84,0.729343,1.33855,1,1,0,5017.5,0.0123426,1.0096
-5016.55,0.415607,1.17996,4,15,0,5018.43,0.013398,0.997411
-5015.69,1,0.56957,2,3,0,5016.61,0.00703676,1.00361
-5015.34,1,0.847147,2,3,0,5015.64,-0.00344043,1.00113
-5015.34,0.0377538,1.25544,1,1,0,5016.83,-0.00344043,1.00113
-5015.35,0.997893,0.298664,2,7,0,5015.46,-5.6588e-05,0.999848
-5015.77,0.915456,0.441301,2,7,0,5017.49,-0.0100431,1.00407
-5015.68,1,0.556467,2,3,0,5015.78,-0.00888589,1.00434
-5015.67,0.993562,0.820348,2,3,0,5015.88,-0.00399473,1.00724
-5016.67,0.294268,1.19088,2,7,0,5019.82,0.00188709,0.990202
-5016.34,0.99006,0.470444,3,7,0,5017.48,-0.00987299,0.993596
-5015.84,0.963509,0.677914,2,7,0,5016.88,0.00835781,0.998854
-5018.29,0.481454,0.927378,2,3,0,5018.94,-0.0105595,0.98587
-5018.61,0.964029,0.522864,1,1,0,5018.94,-0.0128916,0.985659
-5016.86,1,0.714793,1,1,0,5018.32,-0.0130658,0.992523
-5016.86,0.30523,1.0405,2,3,0,5023.12,-0.0130658,0.992523
-5015.46,1,0.429118,2,3,0,5016.89,-0.00254128,0.997843
-5015.85,0.943866,0.623984,2,7,0,5016.28,0.00646974,0.996615
-5017.01,0.630724,0.817814,2,3,0,5017.65,-0.00247044,1.01473
-5016.51,0.996011,0.610758,2,7,0,5017.79,0.00760825,1.01072
-5015.69,1,0.876552,1,3,0,5016.36,0.000579744,1.00763
-5015.69,0.190325,1.26332,1,1,0,5017.1,0.000579744,1.00763
-5015.67,1,0.433742,1,1,0,5015.71,0.0001068,1.0075
-5015.51,0.919907,0.625009,1,3,0,5016.41,0.00120539,0.997494
-5016.4,0.814318,0.78032,1,3,0,5016.43,-0.00146239,0.991227
-5016.09,1,0.808634,1,1,0,5016.52,0.000131662,0.992832
-5016.09,0.0285918,1.15752,1,1,0,5018.87,0.000131662,0.992832
-5016.15,0.997086,0.306337,1,1,0,5016.17,-7.70044e-05,0.992485
-5017.2,0.889379,0.436678,2,7,0,5018.66,-0.016038,0.992894
-5016.61,1,0.515719,3,7,0,5017.47,0.00782131,1.01117
-5016.33,0.955321,0.735442,2,3,0,5017.15,-0.00974726,0.993599
-5016.7,0.903508,0.969112,2,3,0,5017.26,0.0111932,0.993758
-5018.31,0.502795,1.16678,1,1,0,5018.79,0.0221647,1.00724
-5017.85,1,0.710614,2,3,0,5018.66,-0.0222058,0.996042
-5016.86,1,1.00693,1,1,0,5017.92,-0.0185528,1.00375
-5016.4,1,1.42325,1,1,0,5016.95,0.00366793,0.991785
-5016.4,0.000557764,2.00677,1,3,1,5016.81,0.00366793,0.991785
-5015.81,0.958057,0.529977,3,7,0,5017.38,0.00208127,0.994956
-5015.82,0.934204,0.697462,2,3,0,5016.47,0.00878545,1.00309
-5016.47,0.793599,0.880503,1,1,0,5016.58,0.0098814,1.00912
-5016.91,0.772017,0.879211,2,3,0,5018.59,0.00418063,0.989604
-5015.6,0.928877,0.847176,2,3,0,5017.09,-0.00662421,1.00535
-5015.94,0.454228,1.05688,2,3,0,5016.98,0.00436877,0.994702
-5015.62,1,0.60454,2,3,0,5016.04,-0.00629229,1.00581
-5015.9,0.543211,0.846792,2,3,0,5018.22,-0.00363789,1.00913
-5015.57,0.908234,0.562368,2,3,0,5017.1,-0.00824611,1.0026
-5016.4,0.903211,0.677306,2,3,0,5016.72,-0.015756,1.00313
-5017.57,0.449874,0.808124,2,3,0,5020.35,0.0137598,1.01251
-5016.69,0.998362,0.463555,3,7,0,5018.18,-0.0128895,1.01005
-5017.61,0.510559,0.644529,1,3,0,5024.29,0.013744,0.990822
-5016.57,1,0.409204,3,7,0,5017.65,-0.0162326,1.0052
-5015.65,1,0.569441,2,3,0,5016.71,-0.00339775,0.99602
-5015.65,0.596112,0.790747,1,3,0,5017.16,-0.00339775,0.99602
-5015.31,0.951924,0.577118,2,3,0,5016.16,-0.00103001,1.00147
-5016.38,0.761219,0.741099,1,3,0,5016.57,-0.00253187,0.991359
-5016.47,0.974716,0.703299,2,7,0,5017.44,0.0101014,0.994388
-5016.7,0.729747,0.934027,2,3,0,5017.94,-0.00657422,1.01284
-5015.58,0.907403,0.843337,2,3,0,5017.5,0.00513274,0.99891
-5015.78,0.426836,1.00579,2,3,0,5018.53,0.0069308,1.00546
-5015.68,0.983736,0.566612,2,7,0,5016.24,-0.00968348,1.0026
-5015.6,0.992992,0.760921,2,3,0,5015.83,0.00594835,1.00344
-5018.1,0.466182,1.03477,2,3,0,5018.56,0.00245772,1.01835
-5017.22,1,0.62255,2,3,0,5018.09,0.00202586,1.01541
-5015.62,0.796011,0.854695,2,3,0,5019.85,-0.0011864,0.99603
-5016.31,0.78671,0.856256,1,1,0,5016.41,0.00430157,0.992434
-5016.15,0.553396,0.845664,2,3,0,5019.71,0.0116236,1.00017
-5016.43,0.733217,0.584977,1,3,0,5019.98,-0.00785695,0.992205
-5015.69,0.998826,0.533165,2,3,0,5016.56,-0.00854062,0.998372
-5015.64,1,0.727573,1,1,0,5015.74,-0.00772658,0.998181
-5016.18,0.305854,0.992844,2,3,0,5019.34,0.0108809,1.00549
-5020.16,0.75283,0.474434,2,5,0,5020.82,-0.0183192,0.983571
-5018.46,0.984217,0.446055,2,7,0,5021.43,0.0101738,1.01772
-5017.8,1,0.593654,1,1,0,5018.6,0.0113861,1.01487
-5016.53,1,0.807666,1,1,0,5017.63,0.0123542,1.0073
-5017.19,0.876808,1.09693,2,3,0,5017.99,-0.019556,0.997384
-5017.19,0.497852,1.23812,1,3,0,5018.38,-0.019556,0.997384
-5015.37,0.958713,0.795811,2,3,0,5017.33,0.00106632,0.999622
-5015.36,0.983675,1.01418,2,3,0,5015.46,-0.000394627,1.00361
-5015.36,0.415831,1.3392,1,1,0,5015.57,-0.000394627,1.00361
-5015.57,0.972405,0.765426,2,3,0,5015.59,-0.00320786,0.996693
-5016.22,0.645019,0.993362,2,3,0,5017.53,-0.0122962,1.0071
-5015.66,0.674517,0.79713,2,3,0,5019.78,0.00501872,0.997551
-5015.78,0.981686,0.668587,1,1,0,5015.83,0.00693668,0.99777
-5015.78,0.453437,0.877935,1,3,0,5018.56,0.00693668,0.99777
-5016.77,0.911223,0.534448,2,7,0,5017.42,-0.0104143,0.991522
-5016.17,1,0.633131,2,3,0,5016.82,0.00143829,1.01077
-5017.46,0.852182,0.85192,2,3,0,5018.03,-0.0132403,1.0137
-5016.65,1,0.924928,2,3,0,5017.64,-0.00756143,1.01234
-5015.72,1,1.24139,1,1,0,5016.38,-0.00785765,1.00591
-5015.72,8.45017e-06,1.66357,1,1,0,5016.56,-0.00785765,1.00591
-5015.76,0.999591,0.532633,3,7,0,5016.01,-0.0100861,0.999406
-5015.55,0.908119,0.713811,2,7,0,5016.63,0.00458559,0.9989
-5019.41,0.320097,0.838614,2,3,0,5020.97,-0.0258823,0.991695
-5015.61,0.98938,0.427289,2,3,0,5019.84,-0.00301247,0.99628
-5015.41,0.964465,0.563451,3,7,0,5016.02,0.00103712,0.998895
-5016.9,0.721823,0.716312,2,3,0,5017.6,-0.0135333,0.992618
-5016.06,1,0.646207,2,3,0,5016.76,-0.00969581,0.99544
-5015.66,0.893915,0.86224,2,3,0,5017.03,0.00567767,1.00497
-5017.02,0.702018,0.990095,2,3,0,5017.56,-0.0195655,1.00311
-5017.02,0.390293,0.868724,1,1,0,5019.64,-0.0195655,1.00311
-5016.81,0.967243,0.493739,3,7,0,5018.57,0.0147137,0.99679
-5018.06,0.845031,0.628047,2,3,0,5019.34,0.0222362,1.0003
-5017.06,1,0.673429,1,1,0,5017.96,0.0175712,1.00149
-5015.68,1,0.894644,1,3,0,5016.76,0.00581702,1.00522
-5017.63,0.487389,1.1869,4,15,0,5017.96,-0.0196249,0.993901
-5023.66,0.165438,0.775751,1,1,0,5023.84,-0.0248634,0.97872
-5019.43,1,0.326303,2,3,0,5023.56,-0.0178534,0.985405
-5016.01,0.99806,0.43304,3,7,0,5019.81,-0.0123414,1.00442
-5015.43,1,0.572397,2,3,0,5016.09,-1.72656e-06,0.998263
-5016.38,0.820895,0.75761,1,3,0,5016.5,0.00852634,0.993902
-5015.83,1,0.784607,1,1,0,5016.28,0.0063399,0.996727
-5016.08,0.756839,1.03635,2,3,0,5016.5,-0.00953047,1.0081
-5016.08,0.127923,0.983092,1,3,0,5022.24,-0.00953047,1.0081
-5015.8,0.997851,0.398314,2,3,0,5016.18,-0.00606786,1.00769
-5015.33,0.970424,0.52438,2,7,0,5016.35,-0.00244237,1.00064
-5015.33,0.114801,1.32894,1,1,0,5016.66,-0.00244237,1.00064
-5015.33,1.68267e-19,3.82344,1,1,0,5015.49,-0.00244237,1.00064
-5015.47,0.962728,0.401046,2,5,0,5016.42,0.000299592,1.00546
-5015.51,0.999704,0.391797,3,7,0,5015.65,0.00477713,1.00016
-5017.28,0.855528,0.537441,3,7,0,5018.67,-0.00148267,1.01579
-5015.75,1,0.551605,2,3,0,5017.33,0.00441759,1.00692
-5015.55,0.779779,0.933888,2,3,0,5017.13,-0.00645426,1.00478
-5015.43,0.927604,0.839137,2,3,0,5016.11,0.00279544,0.999486
-5019.72,0.0929681,1.22015,1,1,0,5019.75,0.00450612,1.0226
-5019.75,0.999551,0.12934,4,15,0,5020.27,0.00676675,1.02231
-5019.48,1,0.241544,4,15,0,5021.71,0.00119196,0.981543
-5018.63,0.987637,0.456385,3,7,0,5020.6,-0.00417438,0.98373
-5016.49,1,0.83246,2,3,0,5018.21,0.00576577,1.01138
-5016.16,1,1.57764,1,1,0,5016.34,0.00475003,0.993429
-5016.16,3.59109e-48,2.97796,1,1,0,5016.76,0.00475003,0.993429
-5016.44,0.99333,0.252072,3,7,0,5016.83,0.00233141,0.991309
-5016.57,0.999273,0.469677,3,7,0,5016.98,-0.00931088,1.01131
-5015.78,1,0.884828,2,3,0,5016.44,0.00592367,0.996911
-5015.98,0.943353,1.65657,1,3,0,5015.99,-0.00941298,1.00736
-5015.98,0.0169408,2.59192,1,3,1,5016.24,-0.00941298,1.00736
-5015.63,0.993991,0.254413,4,15,0,5017.35,0.000792708,0.996085
-5015.47,0.967677,0.466642,3,7,0,5016.77,0.00158933,1.00502
-5015.79,0.957816,0.784791,2,3,0,5015.99,0.00862111,1.00167
-5016.15,0.539793,1.27181,3,11,0,5017.27,-0.0128246,0.997624
-5016.15,0.687519,0.613005,2,3,0,5020.33,-0.0128246,0.997624
-5015.89,1,0.456355,2,3,0,5016.16,-0.0113315,0.99908
-5015.8,0.90224,0.827631,2,3,0,5016.88,0.00745936,1.00503
-5015.76,0.969211,1.12925,1,3,0,5015.95,0.00829752,1.00088
-5015.76,6.64894e-05,1.84714,1,1,0,5017.15,0.00829752,1.00088
-5015.96,0.993445,0.206199,3,15,0,5017.05,-0.00960784,1.00707
-5015.77,0.974249,0.362609,3,7,0,5017.64,-0.00779694,0.996726
-5015.52,1,0.599646,2,3,0,5015.91,-0.00365926,1.00584
-5016.04,0.805552,1.05412,1,1,0,5016.11,-0.00107126,1.01016
-5018.18,0.581132,1.0921,1,3,0,5018.61,-0.0209247,1.01147
-5017.98,1,0.623798,1,1,0,5018.41,-0.0204594,1.01083
-5016.01,1,1.0814,1,3,0,5017.77,5.66247e-05,1.00996
-5016.01,9.74349e-05,1.8584,1,1,0,5018.53,5.66247e-05,1.00996
-5016.17,0.987274,0.238006,4,15,0,5018.09,0.000147101,0.992396
-5015.57,0.998813,0.397122,3,7,0,5016.54,0.00554613,0.999648
-5016.73,0.796631,0.677021,2,3,0,5017.58,-0.000725438,0.989769
-5017.25,0.910744,0.686464,1,1,0,5017.4,0.00141666,0.987921
-5017.14,1,0.926716,2,3,0,5017.73,-0.0129512,1.01242
-5017.71,0.584601,1.55576,1,3,0,5018.23,-0.0125201,0.988517
-5017.51,1,0.927302,2,3,0,5018.03,0.010786,1.01399
-5015.56,1,1.54492,1,1,0,5016.55,-0.000825983,1.00661
-5015.56,4.28021e-21,2.5551,1,1,0,5016.08,-0.000825983,1.00661
-5017.03,0.951087,0.372258,2,7,0,5017.37,-0.00833273,1.01385
-5015.7,1,0.548823,2,3,0,5017.09,0.000139968,1.00776
-5015.7,0.581678,0.904504,1,3,0,5017.58,0.000139968,1.00776
-5016.66,0.818984,0.548674,2,3,0,5018.14,-0.000544232,1.01331
-5016.66,0.993529,0.586136,3,7,0,5017.61,-0.00853932,0.991279
-5015.74,0.863747,0.941346,2,3,0,5017.91,-0.00973918,1.00414
-5015.45,1,1.11085,1,1,0,5015.68,-0.00474116,1.00434
-5015.45,0.0209488,1.79208,1,1,0,5016.74,-0.00474116,1.00434
-5015.53,0.997523,0.303357,3,15,0,5015.71,-0.00569554,0.998247
-5016.13,0.902332,0.487596,2,3,0,5017.48,-0.0136705,1.00353
-5015.88,0.874989,0.627762,2,3,0,5017.9,-0.00969824,1.00612
-5015.65,0.86567,0.757479,2,7,0,5017.02,0.000489835,0.995852
-5015.38,0.923233,0.892984,2,3,0,5016.15,-0.00189443,0.999039
-5015.47,0.874291,1.1942,2,3,0,5015.74,0.00223675,1.00479
-5015.47,0.173736,1.42799,1,1,0,5016.66,0.00223675,1.00479
-5015.87,0.983844,0.364806,3,7,0,5016.09,0.00354559,0.994937
-5016.2,0.990957,0.556944,3,7,0,5016.27,-0.00818452,1.00969
-5015.81,0.945782,0.859235,2,3,0,5016.93,-0.0111022,1.0007
-5015.81,0.475865,1.19619,1,1,0,5016.92,-0.0111022,1.0007
-5015.99,0.981602,0.604044,3,7,0,5016.48,-0.0125327,1.00342
-5016.69,0.844334,0.906137,1,1,0,5016.74,-0.0176388,1.0031
-5015.34,1,1.01062,1,3,0,5016.35,-0.00335614,1.00188
-5015.34,0.337766,1.5645,1,1,0,5015.8,-0.00335614,1.00188
-5016.46,0.825961,0.598769,1,3,0,5017.43,-0.0118695,1.00926
-5015.81,0.980582,0.642794,2,3,0,5017.21,-0.00703317,0.995865
-5015.81,0.431016,0.951111,1,1,0,5017.48,-0.00703317,0.995865
-5015.61,0.998306,0.44938,3,7,0,5016.17,-0.00686489,1.00532
-5016.84,0.87293,0.688001,2,3,0,5017.22,0.0121289,1.00979
-5020.09,0.581852,0.81114,2,3,0,5022.07,-0.0276338,1.01339
-5015.76,1,0.527531,2,3,0,5020.08,-0.00964074,0.998699
-5015.59,0.998831,0.804335,2,3,0,5015.83,0.0031698,1.00594
-5015.59,0.312285,1.21824,1,1,0,5016.75,0.0031698,1.00594
-5015.43,0.987714,0.463161,2,7,0,5015.97,-0.00411012,0.998906
-5015.58,0.907591,0.685064,1,3,0,5016.36,0.00469209,1.00478
-5016.34,0.874252,0.860752,2,3,0,5016.78,0.00810528,0.993911
-5015.65,1,1.01019,1,1,0,5016.17,0.0028599,0.996542
-5015.65,0.192294,1.51614,1,1,0,5016.81,0.0028599,0.996542
-5015.44,0.973591,0.465715,3,7,0,5016.59,-0.00563159,1.00331
-5015.44,0.998949,0.663693,2,7,0,5015.52,-0.0061285,1.00082
-5015.61,0.984232,0.990211,2,3,0,5015.61,0.00653551,1.00204
-5015.61,0.670996,1.43058,1,3,0,5016.07,0.00653551,1.00204
-5015.52,0.783756,1.12769,2,3,0,5016.11,-0.00739729,1.00057
-5015.93,0.860245,1.10545,1,1,0,5015.97,-0.0121392,1.00049
-5016.72,0.329104,1.25388,3,15,0,5019.32,0.0118572,1.00925
-5016.53,0.988865,0.518557,3,7,0,5017.38,-0.0136847,0.995106
-5016.53,0.771539,0.751549,1,1,0,5017.74,-0.0136847,0.995106
-5015.77,0.992994,0.721395,3,15,0,5016.7,-0.0072493,1.0069
-5016.44,0.773646,1.04862,2,3,0,5017.25,0.0129353,1.00539
-5016.44,0.563911,1.00931,2,3,0,5019.53,0.0129353,1.00539
-5015.59,1,0.658339,2,3,0,5016.48,0.00582088,0.999694
-5015.45,1,0.965048,1,1,0,5015.59,0.00275419,0.99903
-5015.45,0.0231206,1.41004,1,1,0,5018.06,0.00275419,0.99903
-5015.58,0.998769,0.342582,5,39,0,5015.62,-0.00766367,1.00402
-5015.61,0.995026,0.499952,2,3,0,5015.72,-0.00699478,1.00524
-5015.36,0.981686,0.722379,2,3,0,5015.87,-0.00156313,0.999406
-5016.5,0.661353,1.01575,2,3,0,5017.21,-0.00632172,1.01197
-5016.48,1,0.799281,2,3,0,5016.86,0.00198022,0.991076
-5016.41,1,1.15773,2,3,0,5016.71,-0.00110359,1.01214
-5017.06,0.580793,1.67193,1,1,0,5018.31,-0.0117769,1.01263
-5015.45,0.967546,1.14055,1,3,0,5016.48,0.00257321,1.00424
-5016.26,0.480106,1.55042,1,1,0,5016.6,0.00204263,1.01117
-5016.32,0.903768,0.888002,2,3,0,5017.39,-0.0153559,1.00108
-5015.85,0.959066,1.07726,2,3,0,5016.46,0.00913972,1.00051
-5015.72,1,1.43783,1,1,0,5016.05,0.00589842,0.997581
-5015.72,1.71987e-08,2.05685,1,1,0,5017.55,0.00589842,0.997581
-5015.44,0.906914,0.514304,1,3,0,5017.41,-0.00107008,1.00524
-5015.71,0.97621,0.626696,3,7,0,5015.83,0.00327207,1.00709
-5015.49,0.710156,0.85952,2,3,0,5018.08,-0.0068399,1.00022
-5016.46,0.889079,0.743779,3,11,0,5016.65,-0.0107751,1.01
-5016.86,0.955518,0.875797,2,3,0,5017.24,0.000346975,0.989293
-5016.82,1,1.15388,2,3,0,5017.03,-0.00217664,1.01399
-5016.82,0.267718,1.6366,1,1,0,5018.34,-0.00217664,1.01399
-5016.15,1,0.668096,2,3,0,5016.73,-0.00127381,1.01084
-5015.47,0.657434,0.947021,2,3,0,5018.56,0.000192015,1.00544
-5015.47,0.998527,0.751735,2,7,0,5015.59,0.00410788,1.00006
-5015.78,0.634215,1.05983,2,3,0,5017.14,0.00573234,1.00646
-5015.75,0.863175,0.810153,2,3,0,5017.08,-0.00776608,0.996858
-5016.55,0.92908,0.908924,2,3,0,5016.59,-0.0106958,0.992793
-5015.76,1,1.13685,2,3,0,5016.37,-0.00737446,0.996543
-5018.83,0.0701685,1.59667,1,1,0,5018.99,0.0166215,1.01588
-5019.24,0.958865,0.482076,2,3,0,5020.45,0.0212365,1.01391
-5017.06,0.990585,0.633102,2,7,0,5019.71,-0.0191641,0.998155
-5016.23,0.976715,0.874203,2,3,0,5017.64,-0.00913,1.00944
-5017.94,0.510734,1.1775,2,3,0,5019.5,-0.023282,1.00612
-5019.07,0.879932,0.74099,3,11,0,5020.64,0.0263053,1.00172
-5018.98,0.973087,0.851692,2,3,0,5021.01,0.0171078,1.01612
-5016.3,1,1.13714,1,1,0,5018.18,0.00713509,1.00974
-5016.3,0.0377908,1.58259,1,1,0,5018.2,0.00713509,1.00974
-5016.12,0.991767,0.467884,2,7,0,5016.84,-0.00354601,0.992802
-5016.04,0.996968,0.643068,3,7,0,5016.69,0.00589184,1.00857
-5015.97,1,0.889389,1,1,0,5016.18,0.00532168,1.00833
-5015.97,0.0896323,1.23345,1,1,0,5018.35,0.00532168,1.00833
-5016.58,0.978661,0.402356,3,7,0,5017.35,0.00313521,0.990798
-5017.13,0.965892,0.539683,3,7,0,5017.75,-0.00491302,1.01496
-5016.91,1,0.70813,2,7,0,5017.25,0.00581426,0.990034
-5015.5,0.921455,0.978689,2,3,0,5017.38,-0.00407544,1.00545
-5015.5,0.0758318,1.19349,1,1,0,5017.96,-0.00407544,1.00545
-5015.69,0.982115,0.3876,3,7,0,5016.38,0.00670325,1.00422
-5015.63,1,0.520341,1,1,0,5015.69,0.00611446,1.004
-5015.61,0.876564,0.716933,1,3,0,5017,-0.00856558,1.00001
-5015.84,0.967576,0.81429,2,3,0,5016.02,0.00894112,1.00323
-5015.84,0.709942,1.06363,2,3,0,5016.78,0.00894112,1.00323
-5015.79,0.899994,0.932824,2,3,0,5016.49,-0.0024599,0.994751
-5015.46,1,1.09614,2,3,0,5015.71,-0.0061048,0.9999
-5015.46,0.276787,1.49971,1,1,0,5016.06,-0.0061048,0.9999
-5015.52,0.980426,0.679044,2,3,0,5015.73,0.000754459,1.00593
-5015.52,0.473003,0.901352,1,3,0,5017.99,0.000754459,1.00593
-5019.11,0.76476,0.552988,2,3,0,5019.61,0.0209174,0.990177
-5016.71,1,0.529049,3,7,0,5020.56,-0.00601099,0.990352
-5016.59,0.969483,0.722016,2,3,0,5017.88,-0.0171785,1.00162
-5015.63,0.896918,0.939466,2,3,0,5017.46,-0.00170101,0.996003
-5015.59,1,1.09464,2,3,0,5015.78,0.00194874,1.00636
-5015.59,0.000256618,1.48688,1,1,0,5019.66,0.00194874,1.00636
-5015.6,0.999835,0.453546,3,7,0,5015.64,-0.00560101,0.997285
-5015.54,0.95481,0.616343,3,7,0,5016.34,0.000452238,1.00627
-5015.71,0.983978,0.782099,2,3,0,5015.81,-0.00862024,0.998081
-5017.04,0.837581,1.03484,2,3,0,5017.09,-0.0186608,0.997261
-5015.76,1,1.10148,2,3,0,5017.27,0.00616202,1.00594
-5015.76,1.31336e-07,1.48851,1,1,0,5020.97,0.00616202,1.00594
-5016.26,0.9636,0.462661,3,7,0,5016.86,0.00318699,1.0109
-5015.51,0.984192,0.59318,2,7,0,5016.69,-0.00352778,1.00576
-5015.4,0.818487,0.782681,2,3,0,5017.05,-0.00385939,0.999344
-5015.41,0.989612,0.810086,2,3,0,5015.53,0.00246564,0.99966
-5015.75,0.904832,1.07483,2,3,0,5015.93,-0.0105201,1.00204
-5015.75,0.255626,1.25937,1,1,0,5016.99,-0.0105201,1.00204
-5016.26,0.963001,0.577045,2,3,0,5016.43,-0.0133654,1.00625
-5016.1,0.941751,0.735804,2,3,0,5017.14,-0.00910485,1.0085
-5016.31,0.975552,0.908857,2,3,0,5016.53,-0.00704087,1.01078
-5015.88,0.885415,1.17706,2,7,0,5016.7,-0.00809456,0.995893
-5015.46,0.907302,1.33824,3,7,0,5015.77,-0.00593018,0.999699
-5015.46,0.00741038,1.56871,1,1,0,5017.04,-0.00593018,0.999699
-5015.44,0.990233,0.51062,2,3,0,5015.64,-0.00514804,0.99944
-5015.72,0.867599,0.674397,1,3,0,5016.78,0.00501025,1.00629
-5015.33,0.870107,0.747682,2,3,0,5016.9,-0.00119291,1.00036
-5015.81,0.89494,0.83143,1,3,0,5015.87,-0.00396101,0.994811
-5016.21,0.848812,0.956956,2,3,0,5016.84,0.0119697,0.999577
-5015.45,1,1.03157,2,3,0,5016.12,-0.00077506,0.997834
-5015.45,0.140275,1.37399,1,1,0,5017.08,-0.00077506,0.997834
-5016.48,0.929663,0.549185,2,3,0,5016.69,0.013664,0.998981
-5015.69,0.9846,0.663186,2,3,0,5016.97,-0.00905079,0.999033
-5015.41,0.973692,0.863677,2,3,0,5015.92,-0.00565993,1.00148
-5015.96,0.84215,1.10645,2,3,0,5016.03,0.00130606,0.993727
-5016.58,0.831422,1.17996,2,3,0,5016.78,-0.00217532,0.990427
-5015.74,1,1.23945,2,3,0,5016.17,-0.00712517,0.996552
-5015.74,0.156725,1.6421,1,1,0,5016.42,-0.00712517,0.996552
-5015.47,0.913444,0.681341,1,3,0,5016.66,-0.000764729,1.00562
-5015.62,0.809245,0.801655,2,3,0,5017.16,0.00520167,0.998334
-5015.85,0.844066,0.817212,2,7,0,5016.87,-0.0102106,1.00528
-5016.69,0.932237,0.873546,2,3,0,5016.82,0.0101072,0.993043
-5016.36,1,1.0526,2,3,0,5016.73,-0.0149064,1.00498
-5020.72,0.0780304,1.38952,1,1,0,5021.58,-0.0310523,1.01191
-5015.87,0.990195,0.524703,2,7,0,5021.05,-0.00336105,1.00897
-5016.23,0.94727,0.683722,3,15,0,5017.11,-0.0122412,0.996132
-5015.57,1,0.83975,2,3,0,5016.26,-0.00302233,0.996649
-5015.57,0.410722,1.10625,1,1,0,5016.91,-0.00302233,0.996649
-5015.71,0.969211,0.659322,2,3,0,5015.98,-0.00441982,0.995743
-5015.59,0.693978,0.832833,2,3,0,5018.49,-0.00330574,1.00664
-5016.31,0.793906,0.727187,2,3,0,5017.76,-0.00789961,0.99284
-5016.31,0.897492,0.725972,1,1,0,5016.84,-0.00789961,0.99284
-5015.85,1,0.831972,1,1,0,5016.29,-0.00406659,0.99455
-5018.23,0.523363,1.09193,1,3,0,5018.55,-0.0247685,0.99813
-5017.54,1,0.760788,2,3,0,5018.44,-0.0222698,1.00279
-5015.75,0.970504,0.997482,2,3,0,5017.88,0.00621338,1.0057
-5015.71,0.982199,1.25637,2,7,0,5015.89,0.000396357,0.99535
-5015.71,0.483767,1.60539,1,1,0,5016.07,0.000396357,0.99535
-5016.98,0.4312,1.06419,2,3,0,5019.59,0.015932,1.00641
-5016.53,0.989093,0.659598,3,7,0,5017.89,0.000914113,0.990736
-5015.54,1,0.850278,2,3,0,5016.33,0.000713504,1.00618
-5015.54,0.78556,1.11059,2,3,0,5016.28,0.000713504,1.00618
-5016.22,0.780223,1.09564,2,3,0,5016.65,0.00570255,0.993404
-5016.14,1,1.07346,2,3,0,5016.79,0.000778856,1.01064
-5016.14,0.0568199,1.39899,1,1,0,5018.98,0.000778856,1.01064
-5017.1,0.935917,0.536833,2,7,0,5018.02,0.0107155,1.01217
-5017.48,0.954488,0.644224,1,1,0,5017.64,0.0133046,1.0124
-5015.42,0.987642,0.79123,2,3,0,5017.62,-0.00229818,1.00477
-5016.58,0.458532,1.01327,2,3,0,5018.41,-0.00433636,0.990647
-5016,0.973369,0.656972,4,23,0,5017.39,-0.012881,1.00107
-5016.2,0.97403,0.825542,2,3,0,5016.5,0.0122262,1.00185
-5016.75,0.944949,1.03726,2,3,0,5016.87,-0.0180376,1.00311
-5017.34,0.647355,1.2546,2,7,0,5018.25,0.00488043,1.01536
