# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = CmdStanPoisson3_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = CmdStanPoisson3_1.data.R
# init = 2 (Default)
# random
#   seed = 2089484073
# output
#   file = CmdStanPoisson3_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a0,a0s.1,a0s.2,a0s.3,a0s.4,a0s.5,a0s.6,a0s.7,a0s.8,a0s.9,a0s.10,a1,a0_sig
21458.5,0.994861,0.000644636,6,63,0,-21436.6,-0.318549,-0.581128,-0.418761,-0.566477,-1.12261,-0.565209,-0.807979,-0.166572,-0.0962813,-0.111055,-0.38538,0.662488,1.61905
21475.5,0.947123,0.00120609,6,63,0,-21449.4,-0.330392,-0.548407,-0.395335,-0.560712,-1.09052,-0.582656,-0.83562,-0.192523,-0.0558415,-0.102929,-0.438092,0.658533,1.66484
21527.8,0.855912,0.00196965,5,31,0,-21469.3,-0.287461,-0.483678,-0.410945,-0.599825,-0.990742,-0.637707,-0.798262,-0.358384,-0.0488351,-0.143381,-0.438324,0.659825,1.61266
21590.6,0.946246,0.00243726,5,31,0,-21526.7,-0.162875,-0.303318,-0.402589,-0.541097,-0.73873,-0.708225,-0.79653,-0.532881,-0.0358973,-0.202707,-0.477923,0.654978,1.65816
21590.6,0.0120063,0.00402512,1,3,1,-21581.5,-0.162875,-0.303318,-0.402589,-0.541097,-0.73873,-0.708225,-0.79653,-0.532881,-0.0358973,-0.202707,-0.477923,0.654978,1.65816
21597.8,0.984097,0.000368005,10,1023,0,-21581,0.00989284,0.276514,-0.570333,-0.761663,0.0944871,-0.881204,-1.11433,-0.6659,-0.086514,-0.203769,-0.661535,0.649744,0.980098
21625.7,0.996296,0.00069595,7,127,0,-21593.9,-0.00358963,0.190124,-0.52605,-0.723002,-0.0878343,-0.811599,-1.01235,-0.643818,-0.173972,-0.232332,-0.645936,0.647358,0.914386
21628,0.943053,0.00136054,7,255,0,-21620.3,-0.00139322,0.0948189,-0.550195,-0.738638,-0.0919664,-0.824359,-1.01523,-0.625313,-0.182256,-0.27911,-0.573341,0.648046,0.894032
21636.4,0.4701,0.00224895,7,191,0,-21618.1,-0.0593153,-0.0423881,-0.497489,-0.658114,-0.278259,-0.879406,-0.955055,-0.594244,-0.148898,-0.313278,-0.67865,0.656021,0.716683
21641.3,0.990122,0.000892393,10,1023,0,-21631,-0.597763,0.519513,-0.0907842,-0.304088,0.0587984,-0.449431,-0.598848,-0.229516,0.364909,0.190681,-0.17647,0.664074,0.422173
21636.1,0.99942,0.00169832,7,127,0,-21632.9,-0.650632,0.212076,-0.113415,-0.267372,0.199378,-0.420345,-0.416294,-0.236786,0.337085,0.141127,-0.257779,0.669841,0.405391
21636.7,0.201304,0.00329298,2,5,1,-21624.8,-0.648443,0.20996,-0.119409,-0.26808,0.201434,-0.424774,-0.420044,-0.243693,0.333851,0.139663,-0.252799,0.672101,0.4092
21642.6,0.986403,0.000609258,9,1023,0,-21629.1,-0.616199,0.587957,-0.000728576,-0.164956,0.113731,-0.334756,-0.463449,-0.079188,0.409531,0.30011,-0.121986,0.658526,0.487989
21641.5,0.989782,0.00113754,9,639,0,-21636,-0.641749,0.465338,-0.128562,-0.135666,0.149,-0.364153,-0.486602,-0.173575,0.364102,0.265645,-0.220556,0.665386,0.437682
21643.8,0.997323,0.00212399,9,703,0,-21630.7,0.993506,-0.0104631,0.00717702,-0.296012,-0.126598,-0.150723,-0.598232,0.00516021,0.0546324,-0.0385159,-0.109928,0.508033,0.260818
21642.9,0.0506248,0.00401204,2,5,1,-21634.8,0.999066,-0.00850232,0.00859571,-0.302811,-0.125551,-0.150728,-0.594736,0.00918682,0.0608652,-0.0472857,-0.110722,0.504341,0.260724
21642.2,0.999987,0.00051332,10,1023,0,-21634.6,1.39379,0.093453,0.0513896,-0.25659,0.0207938,-0.0796704,-0.683676,0.122268,0.0346995,-0.0790315,0.0402455,0.459938,0.264095
21644.5,0.98915,0.000978962,9,767,0,-21634.1,1.3356,0.0617544,0.120376,-0.28228,0.0482893,-0.175001,-0.455943,0.0579387,0.104785,0.010317,-0.0278002,0.47128,0.204746
21644,0.714137,0.00179232,7,255,0,-21636.4,1.47126,0.107827,0.242002,-0.191304,-0.0711857,-0.0116313,-0.418003,0.202851,0.0840172,0.0385713,0.141341,0.449344,0.16563
21644.9,0.999246,0.00152015,8,511,0,-21637.4,1.42823,-0.00751899,0.0787544,-0.360637,-0.108388,-0.203189,-0.55267,0.0195412,0.0154346,-0.11981,-0.0381926,0.462169,0.209504
21647.3,0.485805,0.00282277,7,191,0,-21642.8,1.33013,0.0341372,0.0577305,-0.234739,-0.065039,-0.0725128,-0.53627,0.0791062,0.101226,0.0541581,-0.00657164,0.468824,0.231993
21640.9,0.72749,0.00128647,7,127,0,-21637,1.39799,-0.0552833,0.121621,-0.321709,0.00343535,-0.158481,-0.545905,0.162812,0.0141115,-0.0425745,0.0718224,0.463932,0.246068
21642.2,0.984623,0.00113877,10,1023,0,-21636,0.919529,0.22945,0.111699,-0.223362,-0.0892595,-0.0506921,-0.436727,0.105875,0.15082,0.0381163,-0.00641399,0.501108,0.149063
21644.2,0.847737,0.00200751,6,127,0,-21634.6,0.959607,0.210324,0.10228,-0.0995763,0.158981,-0.147163,-0.350806,0.0777547,0.13189,0.0790963,0.0449601,0.500365,0.157665
21642.9,0.86077,0.00243949,6,127,0,-21633.3,0.929124,0.163999,0.139865,-0.114342,0.193905,-0.158795,-0.380071,0.132576,0.204058,0.00814072,0.0517907,0.50228,0.156954
21643.7,0.295696,0.00305777,4,18,1,-21639.5,0.931387,0.154456,0.151144,-0.12204,0.194087,-0.147675,-0.371882,0.13468,0.201356,0.0170624,0.0522882,0.499897,0.15824
21646.9,0.968562,0.000874361,10,1023,0,-21637.3,1.24494,0.211091,0.206377,-0.109507,0.117312,0.0231098,-0.270456,0.236138,0.243148,0.101265,0.141631,0.463245,0.150101
21646.1,0.983208,0.00145457,7,255,0,-21640.9,1.18821,0.149451,0.13916,-0.167591,0.024243,0.049543,-0.481523,0.193236,0.163722,0.114366,0.10595,0.473379,0.205035
21641.2,0.967803,0.00249235,6,63,0,-21636.8,1.16946,0.126949,0.267805,0.00213356,0.00424325,-0.0733449,-0.428563,0.213371,0.209561,0.168102,0.132344,0.471107,0.179439
21641.2,3.47721e-27,0.00407157,1,1,0,-21635.8,1.16946,0.126949,0.267805,0.00213356,0.00424325,-0.0733449,-0.428563,0.213371,0.209561,0.168102,0.132344,0.471107,0.179439
21642.5,0.999999,0.000570546,10,1023,0,-21630.5,1.09202,0.177919,0.152682,-0.188723,0.106823,0.0354549,-0.300358,0.170961,0.0746149,0.0587964,0.0249978,0.482937,0.221362
21643.1,0.962953,0.00101372,7,255,0,-21636.7,1.02544,0.106918,0.229586,-0.205487,0.0565893,-0.120104,-0.303814,0.174305,0.200655,0.0563449,0.1099,0.48757,0.223522
21642,0.755587,0.00162796,7,127,0,-21633.6,1.04718,0.271057,0.166364,-0.183786,-0.023629,0.0536033,-0.430525,0.195291,0.330852,0.129832,0.104411,0.486364,0.190455
21645.8,0.998109,0.00155384,8,511,0,-21633.7,1.60467,-0.0300367,0.145519,-0.282801,-0.0786995,-0.0795493,-0.532536,0.153853,0.040539,0.118836,0.025385,0.438848,0.232649
21645.3,0.443732,0.00269212,9,575,0,-21637,1.97373,0.0754796,0.173072,-0.268684,-0.0419003,-0.0149448,-0.486851,0.22217,0.0736642,-0.16039,0.111429,0.399286,0.303928
21640.7,0.999928,0.00119665,9,767,0,-21635.9,2.18827,-0.108633,0.202,-0.118999,0.00243402,0.137918,-0.271406,0.335296,-0.0390575,-0.0694446,0.238062,0.37111,0.173287
21638.2,0.597666,0.00206899,7,127,0,-21633.6,2.19983,-0.133812,0.197334,-0.107226,-0.0353412,0.134162,-0.289855,0.321596,-0.03052,-0.0381564,0.244267,0.36727,0.176497
21636.3,0.907507,0.00134861,9,511,0,-21631.1,2.42973,0.0272201,0.156022,-0.224514,-0.0218669,0.10909,-0.537072,0.33775,-0.0459413,-0.141816,0.223743,0.356145,0.178134
21639.1,0.917832,0.00185313,6,127,0,-21629.1,2.44848,-0.0480909,0.153055,-0.229481,-0.0935557,0.141715,-0.520702,0.32328,0.0119676,-0.104855,0.257714,0.346166,0.184944
21640.7,0.463356,0.0025976,6,63,0,-21634.7,2.38914,-0.123686,0.291378,-0.192795,0.00856202,0.0346144,-0.457856,0.304134,-0.0423964,-0.0275212,0.111111,0.35352,0.185252
21644,0.959498,0.00124146,9,639,0,-21636.1,2.37957,-0.102864,0.179314,-0.368578,-0.187281,-0.0690314,-0.600697,0.140002,-0.0549318,-0.182306,-0.00311619,0.369206,0.282598
21642.1,0.998935,0.00191393,6,127,0,-21638.1,2.34516,-0.135235,0.228261,-0.298844,-0.242955,-0.0654921,-0.597115,0.184662,-0.0841417,-0.200675,0.0124228,0.370547,0.283438
21642.2,0.169592,0.00321496,3,10,1,-21633.8,2.34634,-0.13344,0.228132,-0.299984,-0.241499,-0.0615917,-0.596251,0.184699,-0.0914496,-0.194182,0.0128784,0.36975,0.285449
21643.2,0.999355,0.000788808,9,1023,0,-21634.6,2.06633,0.0327966,0.395779,-0.181135,0.0571373,0.099509,-0.392541,0.349387,0.0306871,0.056572,0.178345,0.37993,0.254596
21645.1,0.948041,0.00132427,7,255,0,-21638.5,2.02137,-0.00370512,0.324512,-0.106299,0.0407761,0.109267,-0.371999,0.307727,0.0147149,0.0602267,0.190002,0.384547,0.267573
21644.4,0.78488,0.00196406,8,383,0,-21638.6,2.06648,0.11136,0.182772,-0.319196,-0.0224135,0.0737687,-0.418586,0.287833,0.0359066,-0.0153403,0.178353,0.384844,0.250686
21643.7,0.998749,0.00200166,7,127,0,-21640.1,2.039,0.0597985,0.197053,-0.33956,-0.00164503,0.111893,-0.397999,0.280551,0.0194411,-0.0695929,0.181842,0.391364,0.242905
21642.3,0.240373,0.00330168,3,9,1,-21633.8,2.01585,0.0461254,0.215507,-0.338644,-0.0151245,0.117563,-0.399574,0.282396,0.00548897,-0.0772995,0.180735,0.387935,0.241462
21644.7,0.998793,0.000989857,8,255,0,-21638.5,2.01121,0.0833521,0.263457,-0.0923534,-0.0606903,0.0240414,-0.382853,0.281227,0.0581803,0.072053,0.147541,0.391798,0.234718
21646.8,0.927184,0.00162911,7,127,0,-21640.8,1.90589,-0.0372263,0.188622,-0.202479,0.0109378,0.087784,-0.450088,0.260574,0.0773322,-0.0734325,0.157024,0.404286,0.216411
21645.5,0.339685,0.00227403,7,255,0,-21638.8,1.98441,0.0436482,0.216341,-0.242398,-0.0527908,0.00760699,-0.362318,0.211197,-0.0467351,0.00693594,0.123359,0.400242,0.168599
21636.5,0.986657,0.00086792,7,127,0,-21633.9,1.97419,-0.00112741,0.252155,-0.313133,-0.0304216,-0.0442198,-0.401307,0.206651,-0.117224,0.00548119,0.229944,0.400836,0.173858
21637.7,0.999882,0.00137879,7,127,0,-21625.6,1.90282,-0.0573902,0.119183,-0.187357,0.0892091,0.0621337,-0.523203,0.212952,-0.0266179,0.0872709,0.0415534,0.406382,0.145373
21638.6,0.734935,0.00224166,7,127,0,-21624.6,1.99857,0.182311,0.29532,-0.121554,-0.0677046,0.167528,-0.208394,0.403527,0.222383,-0.0147957,0.232835,0.381941,0.171021
21642.3,0.940922,0.00204329,7,127,0,-21629.5,1.87018,0.133327,0.352601,-0.195609,0.039566,0.179793,-0.286545,0.411144,0.109602,0.215903,0.288097,0.392924,0.178985
21643.1,0.159631,0.00290252,6,63,0,-21634.4,1.82923,0.0445367,0.302629,-0.117287,-0.0840856,0.153785,-0.282324,0.33852,0.146493,0.0242341,0.197125,0.400336,0.184543
21641.7,0.995806,0.000772678,10,1023,0,-21634.1,1.30801,0.249792,0.212097,-0.128667,-0.0914584,-0.025669,-0.380774,0.186658,0.129144,0.067304,0.168753,0.458977,0.409024
21642.2,0.991916,0.00123471,8,511,0,-21632.5,1.46673,0.0142558,0.141246,-0.267504,0.122347,0.0210209,-0.537837,0.198184,0.181469,0.0534071,0.115425,0.448725,0.348482
21641.7,0.827341,0.00194634,7,127,0,-21636.8,1.42548,0.245433,0.113347,-0.139206,-0.0580178,-0.0364974,-0.342051,0.153992,0.104933,0.0851619,0.0453434,0.455029,0.288651
21642.1,0.999943,0.00215933,8,383,0,-21631.8,1.52207,0.116866,0.0737734,-0.217318,0.00683091,-0.114117,-0.418695,0.174689,-0.0351269,0.0402246,0.00111632,0.449562,0.301854
21642.8,0.277554,0.00343265,2,5,0,-21638.5,1.52177,0.114703,0.0700531,-0.222422,0.00809128,-0.115966,-0.420785,0.175047,-0.02982,0.0436666,0.000667572,0.448206,0.302286
21644.4,0.895272,0.00120777,7,127,0,-21638.9,1.51695,0.121,0.0711416,-0.204871,-0.0148288,-0.0989176,-0.485251,0.171964,0.00942947,0.00361123,-0.00741206,0.447275,0.310894
21644.8,0.99959,0.00154254,9,639,0,-21637,1.91851,0.169613,0.244982,-0.206006,0.0324438,0.0382413,-0.370568,0.31804,0.195459,0.0670126,0.168095,0.398144,0.193268
21645.5,0.75572,0.00243532,6,127,0,-21640.1,1.84314,0.121982,0.306474,-0.158855,0.027205,0.160883,-0.422772,0.304508,0.0728982,-0.00632841,0.192751,0.401089,0.186258
21644.5,0.971193,0.00232175,7,255,0,-21640,1.9376,-0.0429284,0.191439,-0.16719,-0.0110232,0.12145,-0.352244,0.267038,0.118593,0.0825511,0.165839,0.399433,0.213002
21645.4,0.333337,0.00343467,1,3,0,-21640.9,1.93533,-0.0440469,0.190881,-0.172819,-0.0132685,0.117396,-0.352855,0.262222,0.119849,0.0821728,0.170319,0.397189,0.21276
21646.8,0.999711,0.00138843,7,255,0,-21641.9,1.9349,0.137564,0.297854,-0.196565,-0.0322888,0.0651087,-0.383189,0.311948,0.0796426,-0.0603009,0.191102,0.396301,0.194545
21643,0.859726,0.0021718,9,895,0,-21637.3,2.41277,-0.0863276,0.367654,-0.148004,-0.111668,0.212733,-0.37222,0.408954,0.0844264,-0.0404899,0.192276,0.345356,0.331761
21640.3,0.432077,0.00255312,7,161,0,-21631.5,2.5028,-0.229356,0.351731,-0.198818,-0.0532889,0.212958,-0.331956,0.401777,0.0617674,0.116027,0.256659,0.334911,0.283084
21640.3,0.924125,0.00127524,8,511,0,-21635.5,2.4946,-0.248304,0.336203,-0.179584,-0.0972223,0.213438,-0.374758,0.427734,0.0572815,0.0856951,0.252948,0.335701,0.283419
21645.3,0.869105,0.00170495,7,127,0,-21636.4,2.45365,-0.11562,0.276571,-0.218586,-0.0550706,0.182451,-0.432009,0.408008,0.0263713,0.017275,0.271249,0.341889,0.301931
21644.6,0.970605,0.00203828,6,127,0,-21639.1,2.4111,-0.0847792,0.308115,-0.212219,-0.0438065,0.187211,-0.39729,0.356716,0.0199561,-0.0856766,0.307337,0.345663,0.304678
21636.7,0.091965,0.00297011,6,63,0,-21631.9,2.40294,-0.0437189,0.324069,-0.245316,-0.178419,0.221657,-0.365576,0.447412,0.213169,-0.118554,0.223367,0.345271,0.277032
21641.7,0.99635,0.00077096,8,255,0,-21631.8,2.47843,-0.0571205,0.337342,-0.0649484,0.0623197,0.177187,-0.471376,0.351816,0.0110371,0.0461217,0.297027,0.338144,0.307763
21640.6,0.999818,0.00118204,7,127,0,-21637,2.42956,-0.128074,0.32844,-0.110055,0.07346,0.1594,-0.419668,0.482641,0.0203152,0.0371241,0.238123,0.344196,0.300624
21642.9,0.674162,0.00181697,7,127,0,-21637,2.38049,-0.0543694,0.312874,-0.165097,-0.0244981,0.193029,-0.4927,0.290108,0.070114,-0.00236597,0.276302,0.349825,0.30537
21647.8,0.682861,0.00148258,10,1023,0,-21635.9,1.57281,0.047701,0.124635,-0.184356,-0.0707081,-0.0588054,-0.48687,0.158777,-0.0121768,-0.036727,0.0831783,0.440913,0.154534
21646.4,0.903556,0.00123221,9,511,0,-21643.5,1.4218,0.0820513,0.11774,-0.344844,-0.031922,-0.0801918,-0.487548,0.147347,0.146108,0.0404186,0.0708572,0.453935,0.215705
21644.1,0.998605,0.00156496,9,639,0,-21638.6,0.274881,0.352846,0.116449,-0.149663,0.276319,-0.16697,-0.483265,0.0517755,0.262978,0.13683,-0.0303663,0.56596,0.224809
21641.1,0.611436,0.00237676,7,127,0,-21637.9,0.220121,0.269048,0.109163,-0.225116,-0.0854704,-0.193274,-0.41066,0.0272234,0.291265,0.183294,-0.0291465,0.571761,0.198321
21644.4,0.794127,0.00172482,9,1023,0,-21634.5,1.19686,0.180636,0.15132,-0.134343,0.10518,-0.0828538,-0.352112,0.206359,0.16471,0.0657197,0.0289112,0.47053,0.186452
21643.6,0.932539,0.00177233,7,127,0,-21640.2,1.09069,0.16834,0.225722,-0.151929,0.0503146,0.0812421,-0.436375,0.186224,0.225544,0.183143,0.176865,0.476483,0.168257
21645.5,0.999289,0.0023617,9,767,0,-21640,2.09885,-0.0610667,0.115252,-0.332506,-0.174125,0.0187184,-0.57959,0.189386,-0.0905066,-0.0118303,0.09146,0.391143,0.258079
21645.5,0.148698,0.00355663,2,5,1,-21639.2,2.09523,-0.0610103,0.118719,-0.329836,-0.174493,0.0235078,-0.576636,0.187558,-0.0907162,-0.020659,0.0907867,0.393409,0.257343
21646,0.995282,0.0010927,8,511,0,-21642.9,2.22228,-0.0239402,0.20821,-0.243146,-0.130252,-0.043725,-0.456397,0.232912,-0.0381981,-0.124984,0.0925369,0.376605,0.246146
21643.2,0.945281,0.00163255,7,127,0,-21638.7,2.28937,0.0562088,0.191237,-0.277284,-0.11803,0.0999144,-0.47601,0.258488,-0.0145279,0.0830303,0.116807,0.367706,0.242752
21642.6,0.658461,0.00221587,7,127,0,-21634,2.24286,0.0268914,0.282509,-0.226895,-0.176456,0.0178698,-0.370595,0.29005,0.0307756,-0.0554168,0.165667,0.372997,0.241993
21644.9,0.974336,0.00176901,7,127,0,-21637.6,2.10203,0.0560685,0.176382,-0.204909,-0.143662,0.129672,-0.449776,0.276585,0.0374728,-0.0291565,0.178921,0.381883,0.248221
21644.4,0.893912,0.00252442,6,63,0,-21639.9,2.09956,0.0727743,0.29113,-0.21608,-0.0762306,0.0397646,-0.416611,0.300023,0.0588532,0.0706012,0.106541,0.383363,0.271833
21644.4,5.53893e-07,0.0031009,2,5,0,-21636.5,2.09956,0.0727743,0.29113,-0.21608,-0.0762306,0.0397646,-0.416611,0.300023,0.0588532,0.0706012,0.106541,0.383363,0.271833
21643.5,0.999048,0.0239507,7,255,0,-21639.8,2.22349,0.0888592,0.294847,-0.125312,0.0883975,0.140064,-0.399826,0.416449,0.170081,0.0494887,0.304411,0.361978,0.35156
21643.5,0,0.343947,0,1,1,-21635,2.22349,0.0888592,0.294847,-0.125312,0.0883975,0.140064,-0.399826,0.416449,0.170081,0.0494887,0.304411,0.361978,0.35156
21643,0.228499,0.0580976,1,3,1,-21639.2,2.24071,0.0964751,0.299713,-0.12817,0.088046,0.1353,-0.402687,0.418721,0.173535,0.0437985,0.30949,0.361211,0.349854
21642,0.999999,0.0105313,7,127,0,-21639.7,1.85975,0.0188153,0.394386,-0.152203,0.0267247,0.207351,-0.415442,0.365047,0.202196,0.0184058,0.292219,0.396979,0.37582
21642.6,0.910078,0.0148818,9,511,0,-21635.3,1.56781,0.0726352,0.144132,-0.222589,0.0318994,0.0933345,-0.393468,0.21323,0.188549,0.0906898,0.0969765,0.434477,0.128193
21639.6,0.985112,0.0183105,8,383,0,-21631.6,0.266839,0.417647,0.0611723,-0.0614362,0.211616,-0.129638,-0.343226,0.150142,0.190697,0.181099,-0.0280889,0.564281,0.291065
21640.4,0.831549,0.030111,6,63,0,-21635,0.304582,0.377177,0.176596,-0.0308853,0.111573,-0.139414,-0.395538,-8.69699e-05,0.237059,0.131845,0.0558881,0.56225,0.300469
21646.3,0.719868,0.0320948,7,127,0,-21636.8,0.89347,0.188931,0.219113,-0.177728,0.106089,0.00892688,-0.336881,0.138319,0.253233,0.192842,0.108959,0.50022,0.192025
21642,0.997129,0.0244703,8,383,0,-21639.9,1.87019,0.102422,0.198118,-0.135807,-0.0319102,-0.0847236,-0.461825,0.196685,0.129891,-0.00409165,0.0563758,0.409334,0.244807
21642,0.0179545,0.0451028,2,4,1,-21631.8,1.87019,0.102422,0.198118,-0.135807,-0.0319102,-0.0847236,-0.461825,0.196685,0.129891,-0.00409165,0.0563758,0.409334,0.244807
21642.6,0.999499,0.00379461,8,255,0,-21633.9,0.991293,0.122509,0.175423,-0.213024,-0.0296148,-0.000620071,-0.443198,0.14982,0.0639646,0.0189955,0.0174195,0.494231,0.232303
21637.2,0.990909,0.00715949,9,767,0,-21634.4,1.66467,0.195229,0.0387857,-0.173149,-0.0422395,-0.192526,-0.499827,0.0855514,0.0573707,-0.0605503,0.0645329,0.438605,0.186768
21636.5,0.949253,0.0131999,8,511,0,-21631.9,1.27184,0.0962322,0.157664,-0.281772,0.028276,-0.237712,-0.472227,0.048405,0.190316,0.156184,-0.0395355,0.474927,0.314599
21644.1,0.999986,0.0213482,6,63,0,-21631.9,1.02359,0.131915,0.129952,-0.277713,0.0716843,-0.0361847,-0.49958,0.0984437,0.145317,0.145095,-0.0246903,0.493865,0.308522
21644,0.434942,0.0403587,2,7,1,-21637.1,1.09208,0.134681,0.129668,-0.279242,0.0598424,-0.0351595,-0.519808,0.0868719,0.144086,0.130291,-0.0228123,0.488858,0.31247
21642.7,0.82507,0.0131701,8,511,0,-21636.2,0.691944,0.292906,0.0745574,-0.189585,-0.001505,-0.234101,-0.480961,0.0715586,0.193472,0.224949,0.06093,0.527862,0.280249
21646.7,0.967302,0.014515,7,255,0,-21636.9,0.627749,0.203083,0.0518438,-0.180386,0.135853,-0.12304,-0.458154,0.1061,0.224201,0.159942,0.0128836,0.533101,0.241017
21645.7,0.997466,0.0247022,6,63,0,-21641.8,0.429478,0.237295,0.0998761,-0.172799,0.194428,-0.200777,-0.480327,0.00293082,0.212994,0.104064,-0.0411193,0.554803,0.264179
21645.5,0.157556,0.045738,2,4,1,-21637.3,0.43221,0.23629,0.0942254,-0.176284,0.191155,-0.202028,-0.479612,0.00436695,0.216994,0.102128,-0.0521681,0.555533,0.267612
21642.6,0.998989,0.00671902,10,1023,0,-21636.8,0.537532,0.138355,0.072792,-0.11068,0.182956,-0.145699,-0.477797,0.0915149,0.325442,0.107314,0.0687989,0.540921,0.195643
21644.3,0.999993,0.0125233,9,511,0,-21638.2,0.10741,0.38515,0.0592489,-0.18257,0.0803351,-0.228014,-0.453486,-0.0342881,0.307147,0.129171,-0.120814,0.586202,0.177651
21643.2,0.670176,0.0231857,8,383,0,-21635,2.85056,-0.0834465,0.329088,-0.330984,-0.0950036,0.201522,-0.421224,0.376197,0.000116276,-0.0544597,0.296519,0.307503,0.219081
21644.9,0.998803,0.0161625,8,255,0,-21639.6,2.11808,-0.00765569,0.235952,-0.117344,-0.0328696,0.0838074,-0.528855,0.226045,0.0134452,-0.033672,0.17629,0.381188,0.266727
21644.2,0.831992,0.0294728,7,127,0,-21641.6,2.14022,-0.0182756,0.282505,-0.173285,-0.0646187,0.104644,-0.499035,0.377563,0.0807962,-0.0290555,0.135774,0.374995,0.25838
21641.9,0.321556,0.0329025,8,511,0,-21638.3,0.606176,0.272896,0.143556,-0.186691,0.0999538,-0.243294,-0.543243,0.0504348,0.210035,0.0937673,-0.0203633,0.540517,0.2483
21641.9,0.997119,0.0085294,8,255,0,-21630.2,0.506939,0.266042,0.0169218,-0.158979,0.0749156,-0.122507,-0.505335,-0.0704633,0.196517,0.126994,-0.0496199,0.54811,0.275101
21643.9,0.835679,0.0153382,6,127,0,-21635.8,0.42264,0.291664,-0.0299248,-0.146204,0.0871191,-0.173793,-0.504128,-0.00435007,0.201671,0.100972,-0.0469957,0.559113,0.286353
